Year,Rk,School,Conf,AP Rank,W,L,OSRS,DSRS,SRS,Off,Def,Off,Def,Off,Def,Off,Def
2013,81,Kentucky,SEC (East),,2,10,-2.99,-0.52,-3.51,,,,,,,,
2013,82,Florida Atlantic,CUSA (East),,6,6,-6.44,2.91,-3.53,,,,,,,,
2013,83,Iowa State,Big 12,,3,9,-0.69,-2.89,-3.57,,,,,,,,
2013,84,Nevada,MWC (West),,4,8,-1.70,-1.90,-3.60,,,,,,,,
2013,85,Middle Tennessee State,CUSA (East),,8,5,-0.97,-2.74,-3.71,,,,,,,,
2013,86,West Virginia,Big 12,,4,8,0.29,-4.02,-3.74,,,,,,,,
2013,87,Illinois,Big Ten (Leaders),,4,8,3.96,-7.82,-3.86,,,,,,,,
2013,88,Nevada-Las Vegas,MWC (West),,7,6,0.73,-4.63,-3.90,,,,,,,,
2013,89,San Diego State,MWC (West),,8,5,-1.19,-3.49,-4.68,,,,,,,,
2013,90,Virginia,ACC (Coastal),,2,10,-6.11,1.17,-4.94,,,,,,,,
2013,91,Troy,Sun Belt,,6,6,3.05,-8.38,-5.33,,,,,,,,
2013,92,North Carolina State,ACC (Atlantic),,3,9,-2.56,-3.10,-5.66,,,,,,,,
2013,93,Rutgers,American,,6,7,-1.75,-3.93,-5.68,,,,,,,,
2013,94,Ohio,MAC (East),,7,6,-3.05,-2.72,-5.77,,,,,,,,
2013,95,Louisiana-Monroe,Sun Belt,,6,6,-6.34,-0.47,-6.81,,,,,,,,
2013,96,Memphis,American,,3,9,-7.99,0.58,-7.41,,,,,,,,
2013,97,SMU,American,,5,7,-0.67,-6.77,-7.44,,,,,,,,
2013,98,California,Pac-12 (North),,1,11,0.74,-9.32,-8.58,,,,,,,,
2013,99,Kansas,Big 12,,3,9,-10.02,1.44,-8.58,,,,,,,,
2013,100,Wyoming,MWC (Mountain),,5,7,-1.42,-7.95,-9.36,,,,,,,,
2013,101,Kent State,MAC (East),,4,8,-8.05,-1.55,-9.60,,,,,,,,
2013,102,Akron,MAC (East),,5,7,-7.35,-2.51,-9.86,,,,,,,,
2013,103,Temple,American,,2,10,-2.73,-7.57,-10.30,,,,,,,,
2013,104,Texas State,Sun Belt,,6,6,-7.36,-3.17,-10.53,,,,,,,,
2013,105,Hawaii,MWC (West),,1,11,-0.88,-10.25,-11.13,,,,,,,,
2013,106,Tulsa,CUSA (West),,3,9,-5.83,-5.94,-11.77,,,,,,,,
2013,107,Central Michigan,MAC (West),,6,6,-9.23,-2.74,-11.97,,,,,,,,
2013,108,Connecticut,American,,3,9,-7.66,-4.31,-11.97,,,,,,,,
2013,109,Army,Ind,,3,9,-5.22,-7.13,-12.36,,,,,,,,
2013,110,Purdue,Big Ten (Leaders),,1,11,-9.47,-2.96,-12.43,,,,,,,,
2013,111,South Florida,American,,2,10,-11.38,-2.17,-13.56,,,,,,,,
2013,112,New Mexico,MWC (Mountain),,3,9,0.33,-14.44,-14.10,,,,,,,,
2013,113,Air Force,MWC (Mountain),,2,10,-4.16,-10.72,-14.88,,,,,,,,
2013,114,Louisiana Tech,CUSA (West),,4,8,-9.93,-5.74,-15.66,,,,,,,,
2013,115,UAB,CUSA (East),,2,10,-1.77,-14.05,-15.82,,,,,,,,
2013,116,UTEP,CUSA (West),,2,10,-8.65,-9.52,-18.17,,,,,,,,
2013,117,Western Michigan,MAC (West),,1,11,-10.43,-8.73,-19.16,,,,,,,,
2013,118,Idaho,Ind,,1,11,-9.43,-9.87,-19.30,,,,,,,,
2013,119,New Mexico State,Ind,,2,10,-7.85,-11.51,-19.36,,,,,,,,
2013,120,Georgia State,Sun Belt,,0,12,-9.64,-10.56,-20.20,,,,,,,,
2013,121,Massachusetts,MAC (East),,1,11,-15.27,-5.13,-20.40,,,,,,,,
2013,122,Southern Mississippi,CUSA (East),,1,11,-12.24,-8.89,-21.13,,,,,,,,
2013,123,Eastern Michigan,MAC (West),,2,10,-10.15,-12.69,-22.84,,,,,,,,
2013,124,Miami (OH),MAC (East),,0,12,-18.67,-4.82,-23.48,,,,,,,,
2013,125,Florida International,CUSA (East),,1,11,-19.13,-4.40,-23.53,,,,,,,,
2014,1,Oregon,Pac-12 (North),2,13,2,14.36,7.86,22.22,,,,,,,,
2014,2,Ohio State,Big Ten (East),1,14,1,13.44,7.00,20.44,,,,,,,,
2014,3,Alabama,SEC (West),4,12,2,9.46,10.88,20.34,,,,,,,,
2014,4,Texas Christian,Big 12,3,12,1,11.20,7.76,18.96,,,,,,,,
2014,5,Georgia,SEC (East),9,10,3,10.88,7.96,18.84,,,,,,,,
2014,6,Ole Miss,SEC (West),17,9,4,0.87,15.93,16.80,,,,,,,,
2014,7,Michigan State,Big Ten (East),5,11,2,9.76,6.31,16.07,,,,,,,,
2014,8,Georgia Tech,ACC (Coastal),8,11,3,13.44,2.48,15.92,,,,,,,,
2014,9,Mississippi State,SEC (West),11,10,3,8.49,6.55,15.04,,,,,,,,
2014,10,Auburn,SEC (West),22,8,5,11.92,3.07,14.99,,,,,,,,
2014,11,Baylor,Big 12,7,11,2,13.69,1.28,14.97,,,,,,,,
2014,12,Arkansas,SEC (West),,7,6,4.30,10.62,14.91,,,,,,,,
2014,13,Florida State,ACC (Atlantic),5,13,1,10.59,3.90,14.48,,,,,,,,
2014,14,UCLA,Pac-12 (South),10,10,3,11.01,3.39,14.40,,,,,,,,
2014,15,USC,Pac-12 (South),20,9,4,7.74,6.65,14.39,,,,,,,,
2014,16,Arizona State,Pac-12 (South),12,10,3,10.24,3.02,13.26,,,,,,,,
2014,17,Kansas State,Big 12,18,9,4,6.32,6.42,12.73,,,,,,,,
2014,18,Wisconsin,Big Ten (West),13,11,3,3.21,9.49,12.70,,,,,,,,
2014,19,Marshall,CUSA (East),23,13,1,9.23,3.33,12.55,,,,,,,,
2014,20,Stanford,Pac-12 (North),,8,5,-2.79,15.21,12.42,,,,,,,,
2014,21,Missouri,SEC (East),14,11,3,2.51,9.51,12.02,,,,,,,,
2014,22,Arizona,Pac-12 (South),19,10,4,6.51,5.39,11.90,,,,,,,,
2014,23,Clemson,ACC (Atlantic),15,10,3,-1.31,12.94,11.63,,,,,,,,
2014,24,LSU,SEC (West),,8,5,-1.43,12.18,10.75,,,,,,,,
2014,25,Boise State,MWC (Mountain),16,12,2,11.44,-0.86,10.58,,,,,,,,
2014,26,Louisville,ACC (Atlantic),24,9,4,5.74,4.79,10.52,,,,,,,,
2014,27,Nebraska,Big Ten (West),,9,4,9.43,0.83,10.26,,,,,,,,
2014,28,Oklahoma,Big 12,,8,5,5.98,4.23,10.21,,,,,,,,
2014,29,Texas A&M,SEC (West),,8,5,7.38,2.58,9.96,,,,,,,,
2014,30,Utah,Pac-12 (South),21,9,4,4.76,5.08,9.84,,,,,,,,
2014,31,Notre Dame,Ind,,8,5,8.86,-0.30,8.56,,,,,,,,
2014,32,Tennessee,SEC (East),,7,6,3.72,4.42,8.13,,,,,,,,
2014,33,Florida,SEC (East),,7,5,0.92,7.21,8.12,,,,,,,,
2014,34,West Virginia,Big 12,,7,6,6.18,1.89,8.07,,,,,,,,
2014,35,Miami (FL),ACC (Coastal),,6,7,1.26,6.78,8.04,,,,,,,,
2014,36,Memphis,American,25,10,3,3.75,3.46,7.22,,,,,,,,
2014,37,Minnesota,Big Ten (West),,8,5,3.41,3.32,6.74,,,,,,,,
2014,38,Virginia Tech,ACC (Coastal),,7,6,-1.93,8.64,6.71,,,,,,,,
2014,39,South Carolina,SEC (East),,7,6,9.39,-2.69,6.70,,,,,,,,
2014,40,Duke,ACC (Coastal),,9,4,3.59,3.05,6.64,,,,,,,,
2014,41,Washington,Pac-12 (North),,8,6,1.73,4.80,6.52,,,,,,,,
2014,42,Boston College,ACC (Atlantic),,7,6,2.16,3.89,6.04,,,,,,,,
2014,43,Colorado State,MWC (Mountain),,10,3,4.02,1.44,5.47,,,,,,,,
2014,44,Louisiana Tech,CUSA (West),,9,5,2.56,2.90,5.46,,,,,,,,
2014,45,Virginia,ACC (Coastal),,5,7,-0.62,5.46,4.83,,,,,,,,
2014,46,BYU,Ind,,8,5,5.58,-1.20,4.38,,,,,,,,
2014,47,North Carolina State,ACC (Atlantic),,8,5,1.57,2.61,4.17,,,,,,,,
2014,48,Texas,Big 12,,6,7,-4.98,8.96,3.98,,,,,,,,
2014,49,Utah State,MWC (Mountain),,10,4,-2.91,6.54,3.63,,,,,,,,
2014,50,Rutgers,Big Ten (East),,8,5,1.10,2.09,3.19,,,,,,,,
2014,51,Pitt,ACC (Coastal),,6,7,3.85,-1.11,2.74,,,,,,,,
2014,52,California,Pac-12 (North),,5,7,12.70,-10.15,2.55,,,,,,,,
2014,53,Penn State,Big Ten (East),,7,6,-5.05,7.51,2.46,,,,,,,,
2014,54,Cincinnati,American,,9,4,5.37,-2.95,2.42,,,,,,,,
2014,55,East Carolina,American,,8,5,5.40,-3.06,2.35,,,,,,,,
2014,56,Air Force,MWC (Mountain),,10,3,1.21,0.99,2.20,,,,,,,,
2014,57,Navy,Ind,,8,5,3.34,-1.15,2.19,,,,,,,,
2014,58,Western Kentucky,CUSA (East),,8,5,14.05,-12.06,1.99,,,,,,,,
2014,59,UCF,American,,9,4,-0.92,2.89,1.98,,,,,,,,
2014,60,Georgia Southern,Sun Belt,,9,3,1.62,0.28,1.89,,,,,,,,
2014,61,Michigan,Big Ten (East),,5,7,-5.47,7.29,1.82,,,,,,,,
2014,62,Maryland,Big Ten (East),,7,6,4.25,-2.67,1.58,,,,,,,,
2014,63,Kentucky,SEC (East),,5,7,3.24,-1.68,1.55,,,,,,,,
2014,64,Iowa,Big Ten (West),,7,6,-0.41,1.79,1.37,,,,,,,,
2014,65,Oklahoma State,Big 12,,7,6,2.13,-1.03,1.10,,,,,,,,
2014,66,Houston,American,,8,5,-0.88,1.73,0.85,,,,,,,,
2014,67,Northwestern,Big Ten (West),,5,7,-3.03,3.83,0.80,,,,,,,,
2014,68,North Carolina,ACC (Coastal),,6,7,10.00,-9.86,0.14,,,,,,,,
2014,69,Rice,CUSA (West),,8,5,-0.04,-0.24,-0.28,,,,,,,,
2014,70,UAB,CUSA (East),,6,6,3.05,-3.35,-0.30,,,,,,,,
2014,71,Nevada,MWC (West),,7,6,0.61,-0.99,-0.38,,,,,,,,
2014,72,Northern Illinois,MAC (West),,11,3,-0.13,-0.94,-1.06,,,,,,,,
2014,73,Oregon State,Pac-12 (North),,5,7,0.11,-1.53,-1.42,,,,,,,,
2014,74,Washington State,Pac-12 (North),,3,9,6.86,-8.40,-1.54,,,,,,,,
2014,75,Louisiana,Sun Belt,,9,4,-1.60,0.03,-1.57,,,,,,,,
2014,76,Toledo,MAC (West),,9,4,5.09,-6.88,-1.79,,,,,,,,
2014,77,Western Michigan,MAC (West),,8,5,0.69,-2.48,-1.79,,,,,,,,
2014,78,San Diego State,MWC (West),,7,6,-7.67,5.57,-2.10,,,,,,,,
2014,79,Temple,American,,6,6,-8.65,6.42,-2.23,,,,,,,,
2014,80,Illinois,Big Ten (West),,6,7,0.75,-3.28,-2.53,,,,,,,,
2014,81,UTEP,CUSA (West),,7,6,-4.82,1.64,-3.18,,,,,,,,
2014,82,Middle Tennessee State,CUSA (East),,6,6,0.64,-4.15,-3.52,,,,,,,,
2014,83,Texas Tech,Big 12,,4,8,6.75,-10.31,-3.56,,,,,,,,
2014,84,Colorado,Pac-12 (South),,2,10,2.91,-6.54,-3.63,,,,,,,,
2014,85,Arkansas State,Sun Belt,,7,6,3.01,-6.97,-3.96,,,,,,,,
2014,86,Syracuse,ACC (Atlantic),,3,9,-8.71,3.88,-4.84,,,,,,,,
2014,87,Indiana,Big Ten (East),,4,8,-0.32,-5.00,-5.32,,,,,,,,
2014,88,Fresno State,MWC (West),,6,8,-2.71,-2.81,-5.52,,,,,,,,
2014,89,Central Michigan,MAC (West),,7,6,-4.45,-1.39,-5.84,,,,,,,,
2014,90,Old Dominion,CUSA (East),,6,6,5.37,-11.46,-6.10,,,,,,,,
2014,91,Purdue,Big Ten (West),,3,9,-2.50,-3.83,-6.33,,,,,,,,
2014,92,Texas State,Sun Belt,,7,5,-1.76,-4.67,-6.43,,,,,,,,
2014,93,Appalachian State,Sun Belt,,7,5,-1.16,-5.41,-6.56,,,,,,,,
2014,94,Bowling Green State,MAC (East),,8,6,-0.59,-6.07,-6.66,,,,,,,,
2014,95,Wyoming,MWC (Mountain),,4,8,-5.44,-1.26,-6.69,,,,,,,,
2014,96,Kansas,Big 12,,3,9,-8.27,1.42,-6.86,,,,,,,,
2014,97,Florida International,CUSA (East),,4,8,-7.40,0.44,-6.95,,,,,,,,
2014,98,Vanderbilt,SEC (East),,3,9,-6.74,-0.23,-6.97,,,,,,,,
2014,99,South Alabama,Sun Belt,,6,7,-8.40,0.77,-7.63,,,,,,,,
2014,100,Wake Forest,ACC (Atlantic),,3,9,-8.50,0.86,-7.64,,,,,,,,
2014,101,New Mexico,MWC (Mountain),,4,8,0.78,-8.58,-7.80,,,,,,,,
2014,102,Ball State,MAC (West),,5,7,-3.14,-5.22,-8.35,,,,,,,,
2014,103,UTSA,CUSA (West),,4,8,-11.19,2.57,-8.62,,,,,,,,
2014,104,Iowa State,Big 12,,2,10,-2.63,-6.01,-8.64,,,,,,,,
2014,105,Hawaii,MWC (West),,4,9,-6.35,-2.73,-9.08,,,,,,,,
2014,106,Akron,MAC (East),,5,7,-9.20,-0.03,-9.23,,,,,,,,
2014,107,Buffalo,MAC (East),,5,6,-0.20,-9.14,-9.34,,,,,,,,
2014,108,San Jose State,MWC (West),,3,9,-8.81,-0.67,-9.49,,,,,,,,
2014,109,Florida Atlantic,CUSA (East),,3,9,-6.06,-3.62,-9.68,,,,,,,,
2014,110,Ohio,MAC (East),,6,6,-9.37,-0.42,-9.79,,,,,,,,
2014,111,Louisiana-Monroe,Sun Belt,,4,8,-9.52,-0.30,-9.82,,,,,,,,
2014,112,South Florida,American,,4,8,-9.83,-1.07,-10.90,,,,,,,,
2014,113,Southern Mississippi,CUSA (West),,3,9,-7.17,-3.74,-10.91,,,,,,,,
2014,114,Tulane,American,,3,9,-11.50,0.12,-11.38,,,,,,,,
2014,115,North Texas,CUSA (West),,4,8,-5.24,-6.67,-11.91,,,,,,,,
2014,116,Massachusetts,MAC (East),,3,9,-2.70,-9.91,-12.61,,,,,,,,
2014,117,Army,Ind,,4,8,-4.11,-8.84,-12.95,,,,,,,,
2014,118,Kent State,MAC (East),,2,9,-12.84,-0.20,-13.04,,,,,,,,
2014,119,Miami (OH),MAC (East),,2,10,-6.00,-7.99,-13.99,,,,,,,,
2014,120,Troy,Sun Belt,,3,9,-8.84,-5.82,-14.67,,,,,,,,
2014,121,Tulsa,American,,2,10,-1.82,-13.41,-15.23,,,,,,,,
2014,122,Connecticut,American,,2,10,-12.13,-3.60,-15.72,,,,,,,,
2014,123,Nevada-Las Vegas,MWC (West),,2,11,-4.53,-11.66,-16.18,,,,,,,,
2014,124,SMU,American,,1,11,-16.87,-1.30,-18.17,,,,,,,,
2014,125,New Mexico State,Sun Belt,,2,10,-6.08,-12.40,-18.48,,,,,,,,
2014,126,Idaho,Sun Belt,,1,10,-4.93,-14.74,-19.67,,,,,,,,
2014,127,Eastern Michigan,MAC (West),,2,10,-14.75,-5.07,-19.82,,,,,,,,
2014,128,Georgia State,Sun Belt,,1,11,-5.55,-14.87,-20.41,,,,,,,,
2015,1,Alabama,SEC (West),1,14,1,9.34,14.38,23.72,,,,,,,,
2015,2,Ohio State,Big Ten (East),4,12,1,6.45,14.28,20.73,,,,,,,,
2015,3,Clemson,ACC (Atlantic),2,14,1,12.53,6.35,18.88,,,,,,,,
2015,4,Stanford,Pac-12 (North),3,12,2,12.14,6.67,18.81,,,,,,,,
2015,5,Oklahoma,Big 12,5,11,2,8.23,9.60,17.84,,,,,,,,
2015,6,Michigan,Big Ten (East),12,10,3,4.17,12.17,16.34,,,,,,,,
2015,7,Michigan State,Big Ten (East),6,12,2,4.50,10.87,15.36,,,,,,,,
2015,8,LSU,SEC (West),16,9,3,6.61,8.44,15.04,,,,,,,,
2015,9,Ole Miss,SEC (West),10,10,3,8.16,6.25,14.42,,,,,,,,
2015,10,Notre Dame,Ind,11,10,3,10.99,3.33,14.33,,,,,,,,
2015,11,Tennessee,SEC (East),22,9,4,9.07,4.87,13.94,,,,,,,,
2015,12,Florida State,ACC (Atlantic),14,10,3,4.84,8.75,13.59,,,,,,,,
2015,13,Mississippi State,SEC (West),,9,4,8.45,5.14,13.59,,,,,,,,
2015,14,Baylor,Big 12,13,10,3,12.69,0.39,13.08,,,,,,,,
2015,15,Arkansas,SEC (West),,8,5,11.32,1.47,12.79,,,,,,,,
2015,16,North Carolina,ACC (Coastal),15,11,3,10.46,2.27,12.73,,,,,,,,
2015,17,Houston,American (West),8,13,1,8.01,4.31,12.32,,,,,,,,
2015,18,USC,Pac-12 (South),,8,6,4.68,6.85,11.53,,,,,,,,
2015,19,Texas Christian,Big 12,7,11,2,8.94,2.46,11.39,,,,,,,,
2015,20,Utah,Pac-12 (South),17,10,3,3.23,8.16,11.39,,,,,,,,
2015,21,Navy,American (West),18,11,2,5.86,5.29,11.14,,,,,,,,
2015,22,Oregon,Pac-12 (North),19,9,4,18.61,-7.56,11.05,,,,,,,,
2015,23,Wisconsin,Big Ten (West),21,10,3,-1.85,12.70,10.85,,,,,,,,
2015,24,Iowa,Big Ten (West),9,12,2,3.70,7.10,10.80,,,,,,,,
2015,25,Toledo,MAC (West),,10,2,3.84,6.32,10.16,,,,,,,,
2015,26,Washington,Pac-12 (North),,7,6,-2.60,12.33,9.73,,,,,,,,
2015,27,Florida,SEC (East),25,10,4,-0.60,10.26,9.65,,,,,,,,
2015,28,Western Kentucky,CUSA (East),24,12,2,10.85,-1.23,9.62,,,,,,,,
2015,29,California,Pac-12 (North),,8,5,10.98,-1.44,9.54,,,,,,,,
2015,30,Texas A&M,SEC (West),,8,5,2.21,7.19,9.40,,,,,,,,
2015,31,Georgia,SEC (East),,10,3,0.64,8.35,8.98,,,,,,,,
2015,32,UCLA,Pac-12 (South),,8,5,4.04,4.70,8.73,,,,,,,,
2015,33,Oklahoma State,Big 12,20,10,3,9.40,-0.90,8.50,,,,,,,,
2015,34,Bowling Green State,MAC (East),,10,4,9.40,-1.31,8.09,,,,,,,,
2015,35,West Virginia,Big 12,,8,5,1.96,5.64,7.59,,,,,,,,
2015,36,BYU,Ind,,9,4,4.43,3.08,7.51,,,,,,,,
2015,37,Northwestern,Big Ten (West),23,10,3,-5.11,12.41,7.30,,,,,,,,
2015,38,Auburn,SEC (West),,7,6,2.89,4.27,7.16,,,,,,,,
2015,39,Louisville,ACC (Atlantic),,8,5,4.03,2.66,6.69,,,,,,,,
2015,40,Nebraska,Big Ten (West),,6,7,8.56,-2.01,6.56,,,,,,,,
2015,41,Memphis,American (West),,9,4,5.99,0.55,6.55,,,,,,,,
2015,42,Washington State,Pac-12 (North),,9,4,4.80,1.75,6.55,,,,,,,,
2015,43,Penn State,Big Ten (East),,7,6,-0.65,7.11,6.46,,,,,,,,
2015,44,Temple,American (East),,10,4,0.84,5.60,6.45,,,,,,,,
2015,45,Pitt,ACC (Coastal),,8,5,3.92,2.40,6.32,,,,,,,,
2015,46,San Diego State,MWC (West),,11,3,-2.36,8.62,6.26,,,,,,,,
2015,47,Boise State,MWC (Mountain),,9,4,1.68,4.35,6.03,,,,,,,,
2015,48,South Florida,American (East),,8,5,1.70,4.17,5.88,,,,,,,,
2015,49,Miami (FL),ACC (Coastal),,8,5,0.59,5.10,5.69,,,,,,,,
2015,50,Georgia Southern,Sun Belt,,9,4,2.14,3.14,5.27,,,,,,,,
2015,51,North Carolina State,ACC (Atlantic),,7,6,4.10,0.97,5.06,,,,,,,,
2015,52,Appalachian State,Sun Belt,,11,2,-0.48,5.53,5.05,,,,,,,,
2015,53,Virginia Tech,ACC (Coastal),,7,6,4.52,0.52,5.04,,,,,,,,
2015,54,Arizona State,Pac-12 (South),,6,7,9.54,-4.63,4.91,,,,,,,,
2015,55,Western Michigan,MAC (West),,8,5,6.21,-1.45,4.77,,,,,,,,
2015,56,Texas Tech,Big 12,,7,6,16.94,-13.90,3.04,,,,,,,,
2015,57,Duke,ACC (Coastal),,8,5,2.70,0.24,2.94,,,,,,,,
2015,58,Minnesota,Big Ten (West),,6,7,0.74,1.72,2.46,,,,,,,,
2015,59,Indiana,Big Ten (East),,6,7,12.97,-10.71,2.26,,,,,,,,
2015,60,Southern Mississippi,CUSA (West),,9,5,4.15,-2.01,2.13,,,,,,,,
2015,61,Marshall,CUSA (East),,10,3,-2.03,3.88,1.84,,,,,,,,
2015,62,Kansas State,Big 12,,6,7,1.53,0.30,1.83,,,,,,,,
2015,63,Louisiana Tech,CUSA (West),,9,4,3.85,-2.02,1.83,,,,,,,,
2015,64,Northern Illinois,MAC (West),,8,6,2.65,-1.10,1.55,,,,,,,,
2015,65,Georgia Tech,ACC (Coastal),,3,9,-1.32,2.75,1.43,,,,,,,,
2015,66,Arizona,Pac-12 (South),,7,6,7.88,-6.61,1.27,,,,,,,,
2015,67,Cincinnati,American (East),,7,6,5.19,-4.00,1.19,,,,,,,,
2015,68,Illinois,Big Ten (West),,5,7,-4.43,5.61,1.18,,,,,,,,
2015,69,Texas,Big 12,,5,7,-2.10,3.19,1.09,,,,,,,,
2015,70,Arkansas State,Sun Belt,,9,4,4.82,-4.08,0.74,,,,,,,,
2015,71,Central Michigan,MAC (West),,7,6,-2.71,3.29,0.59,,,,,,,,
2015,72,Air Force,MWC (Mountain),,8,6,1.15,-0.79,0.36,,,,,,,,
2015,73,Missouri,SEC (East),,5,7,-10.79,10.99,0.20,,,,,,,,
2015,74,Akron,MAC (East),,8,5,-6.11,5.74,-0.37,,,,,,,,
2015,75,Ohio,MAC (East),,8,5,-1.01,0.54,-0.46,,,,,,,,
2015,76,Virginia,ACC (Coastal),,4,8,0.56,-1.51,-0.95,,,,,,,,
2015,77,Utah State,MWC (Mountain),,6,7,1.47,-2.69,-1.23,,,,,,,,
2015,78,East Carolina,American (East),,5,7,-1.40,0.13,-1.27,,,,,,,,
2015,79,Syracuse,ACC (Atlantic),,4,8,2.92,-4.43,-1.51,,,,,,,,
2015,80,Boston College,ACC (Atlantic),,3,9,-12.87,11.15,-1.73,,,,,,,,
2015,81,Maryland,Big Ten (East),,3,9,1.81,-3.89,-2.08,,,,,,,,
2015,82,Iowa State,Big 12,,3,9,-1.10,-1.05,-2.14,,,,,,,,
2015,83,South Carolina,SEC (East),,3,9,-0.43,-1.75,-2.18,,,,,,,,
2015,84,Vanderbilt,SEC (East),,4,8,-9.45,7.18,-2.27,,,,,,,,
2015,85,Middle Tennessee State,CUSA (East),,7,6,0.15,-2.85,-2.71,,,,,,,,
2015,86,Connecticut,American (East),,6,7,-8.21,4.76,-3.45,,,,,,,,
2015,87,Colorado,Pac-12 (South),,4,9,-5.51,2.00,-3.51,,,,,,,,
2015,88,Rutgers,Big Ten (East),,4,8,0.64,-4.20,-3.57,,,,,,,,
2015,89,Wake Forest,ACC (Atlantic),,3,9,-9.24,5.54,-3.70,,,,,,,,
2015,90,Kentucky,SEC (East),,5,7,-1.52,-2.57,-4.09,,,,,,,,
2015,91,Tulsa,American (West),,6,7,9.22,-13.96,-4.74,,,,,,,,
2015,92,San Jose State,MWC (West),,6,7,-0.76,-4.23,-4.98,,,,,,,,
2015,93,Colorado State,MWC (Mountain),,7,6,-0.69,-4.39,-5.09,,,,,,,,
2015,94,Buffalo,MAC (East),,5,7,-1.06,-4.34,-5.40,,,,,,,,
2015,95,Purdue,Big Ten (West),,2,10,1.05,-6.97,-5.92,,,,,,,,
2015,96,Nevada,MWC (West),,7,6,-3.15,-3.11,-6.26,,,,,,,,
2015,97,New Mexico,MWC (Mountain),,7,6,-4.75,-1.87,-6.61,,,,,,,,
2015,98,Troy,Sun Belt,,4,8,-4.82,-2.44,-7.26,,,,,,,,
2015,99,Georgia State,Sun Belt,,6,7,-5.16,-2.45,-7.61,,,,,,,,
2015,100,Oregon State,Pac-12 (North),,2,10,-6.10,-1.56,-7.66,,,,,,,,
2015,101,Florida International,CUSA (East),,5,7,-7.49,-1.30,-8.79,,,,,,,,
2015,102,Nevada-Las Vegas,MWC (West),,3,9,-3.03,-7.38,-10.42,,,,,,,,
2015,103,Ball State,MAC (West),,3,9,-4.15,-6.51,-10.66,,,,,,,,
2015,104,Massachusetts,MAC (East),,3,9,-5.00,-5.76,-10.76,,,,,,,,
2015,105,Kent State,MAC (East),,3,9,-13.58,2.29,-11.29,,,,,,,,
2015,106,South Alabama,Sun Belt,,5,7,-4.44,-6.87,-11.31,,,,,,,,
2015,107,Florida Atlantic,CUSA (East),,3,9,-6.73,-4.75,-11.49,,,,,,,,
2015,108,Rice,CUSA (West),,5,7,-5.19,-6.45,-11.63,,,,,,,,
2015,109,Army,Ind,,2,10,-6.56,-5.26,-11.82,,,,,,,,
2015,110,Miami (OH),MAC (East),,3,9,-10.51,-1.51,-12.02,,,,,,,,
2015,111,Fresno State,MWC (West),,3,9,-5.40,-6.72,-12.12,,,,,,,,
2015,112,SMU,American (West),,2,10,-0.23,-11.99,-12.22,,,,,,,,
2015,113,Louisiana,Sun Belt,,4,8,-3.96,-8.50,-12.46,,,,,,,,
2015,114,Idaho,Sun Belt,,4,8,1.71,-14.95,-13.24,,,,,,,,
2015,115,Tulane,American (West),,3,9,-9.10,-4.49,-13.59,,,,,,,,
2015,116,Texas State,Sun Belt,,3,9,-5.35,-8.90,-14.24,,,,,,,,
2015,117,UTSA,CUSA (West),,3,9,-8.49,-5.78,-14.27,,,,,,,,
2015,118,Hawaii,MWC (West),,3,10,-8.42,-6.21,-14.63,,,,,,,,
2015,119,Kansas,Big 12,,0,12,-12.01,-3.21,-15.22,,,,,,,,
2015,120,Old Dominion,CUSA (East),,5,7,-5.07,-10.33,-15.40,,,,,,,,
2015,121,UTEP,CUSA (West),,5,7,-11.36,-4.09,-15.45,,,,,,,,
2015,122,New Mexico State,Sun Belt,,3,9,-0.74,-15.05,-15.79,,,,,,,,
2015,123,Louisiana-Monroe,Sun Belt,,2,11,-11.44,-5.28,-16.72,,,,,,,,
2015,124,Wyoming,MWC (Mountain),,2,10,-9.71,-7.32,-17.03,,,,,,,,
2015,125,Eastern Michigan,MAC (West),,1,11,-2.78,-15.38,-18.16,,,,,,,,
2015,126,UCF,American (East),,0,12,-13.50,-5.35,-18.85,,,,,,,,
2015,127,Charlotte,CUSA (East),,2,10,-12.01,-7.52,-19.53,,,,,,,,
2015,128,North Texas,CUSA (West),,1,11,-13.98,-7.02,-20.99,,,,,,,,
2016,1,Alabama,SEC (West),2,14,1,8.01,17.62,25.62,,,,,,,,
2016,2,Clemson,ACC (Atlantic),1,14,1,9.40,10.68,20.08,,,,,,,,
2016,3,Washington,Pac-12 (North),4,12,2,7.59,12.39,19.98,,,,,,,,
2016,4,Ohio State,Big Ten (East),6,11,2,3.69,15.13,18.82,,,,,,,,
2016,5,Michigan,Big Ten (East),10,10,3,4.71,12.85,17.56,,,,,,,,
2016,6,USC,Pac-12 (South),3,10,3,7.71,9.56,17.27,,,,,,,,
2016,7,LSU,SEC (West),13,8,4,2.68,13.25,15.93,,,,,,,,
2016,8,Penn State,Big Ten (East),7,11,3,11.63,4.09,15.72,,,,,,,,
2016,9,Wisconsin,Big Ten (West),9,11,3,2.13,13.17,15.30,,,,,,,,
2016,10,Florida State,ACC (Atlantic),8,10,3,9.49,5.52,15.01,,,,,,,,
2016,11,Oklahoma,Big 12,5,11,2,14.64,0.34,14.98,,,,,,,,
2016,12,Miami (FL),ACC (Coastal),20,9,4,3.39,9.96,13.36,,,,,,,,
2016,13,Stanford,Pac-12 (North),12,10,3,0.01,12.54,12.54,,,,,,,,
