Year,Rk,School,Conf,AP Rank,W,L,OSRS,DSRS,SRS,Off,Def,Off,Def,Off,Def,Off,Def
2008,52,Air Force,MWC,,8,5,0.48,2.08,2.55,,,,,,,,
2008,53,Nevada,WAC,,7,6,8.96,-6.72,2.25,,,,,,,,
2008,54,Houston,CUSA (West),,8,5,8.88,-6.67,2.21,,,,,,,,
2008,55,Wisconsin,Big Ten,,7,6,2.63,-0.81,1.82,,,,,,,,
2008,56,Tennessee,SEC (East),,5,7,-4.20,5.84,1.64,,,,,,,,
2008,57,Arizona State,Pac-10,,5,7,-2.27,3.89,1.62,,,,,,,,
2008,58,East Carolina,CUSA (East),,9,5,-1.53,3.12,1.58,,,,,,,,
2008,59,North Carolina State,ACC (Atlantic),,6,7,1.81,-0.40,1.41,,,,,,,,
2008,60,Virginia,ACC (Coastal),,5,7,-4.68,6.08,1.40,,,,,,,,
2008,61,Auburn,SEC (West),,5,7,-5.96,7.22,1.26,,,,,,,,
2008,62,Troy,Sun Belt,,8,5,-0.29,1.35,1.06,,,,,,,,
2008,63,Southern Mississippi,CUSA (East),,7,6,1.79,-1.33,0.46,,,,,,,,
2008,64,Minnesota,Big Ten,,7,6,-1.34,1.35,0.01,,,,,,,,
2008,65,Stanford,Pac-10,,5,7,2.75,-2.79,-0.04,,,,,,,,
2008,66,Arkansas,SEC (West),,5,7,2.26,-2.62,-0.36,,,,,,,,
2008,67,Duke,ACC (Coastal),,4,8,-1.56,1.18,-0.39,,,,,,,,
2008,68,Buffalo,MAC (East),,8,6,4.00,-4.41,-0.41,,,,,,,,
2008,69,Purdue,Big Ten,,4,8,-1.12,0.58,-0.54,,,,,,,,
2008,70,Western Michigan,MAC (West),,9,4,-0.40,-0.48,-0.87,,,,,,,,
2008,71,Colorado,Big 12 (North),,5,7,-3.95,2.89,-1.07,,,,,,,,
2008,72,Bowling Green State,MAC (East),,6,6,-0.70,-1.30,-2.00,,,,,,,,
2008,73,Northern Illinois,MAC (West),,6,7,-6.89,4.15,-2.73,,,,,,,,
2008,74,Central Michigan,MAC (West),,8,5,3.88,-6.63,-2.75,,,,,,,,
2008,75,Temple,MAC (East),,5,7,-4.65,1.27,-3.38,,,,,,,,
2008,76,Kansas State,Big 12 (North),,5,7,3.41,-6.80,-3.39,,,,,,,,
2008,77,Fresno State,WAC,,7,6,3.74,-7.26,-3.53,,,,,,,,
2008,78,Louisiana Tech,WAC,,8,5,-2.30,-1.27,-3.56,,,,,,,,
2008,79,Louisville,Big East,,5,7,-0.93,-2.90,-3.83,,,,,,,,
2008,80,Colorado State,MWC,,7,6,1.01,-4.98,-3.96,,,,,,,,
2008,81,UCLA,Pac-10,,4,8,-4.86,0.88,-3.98,,,,,,,,
2008,82,Hawaii,WAC,,7,7,-1.04,-3.02,-4.06,,,,,,,,
2008,83,New Mexico,MWC,,4,8,-8.54,4.37,-4.18,,,,,,,,
2008,84,Michigan,Big Ten,,3,9,-2.11,-2.55,-4.66,,,,,,,,
2008,85,UTEP,CUSA (West),,5,7,3.94,-8.89,-4.95,,,,,,,,
2008,86,Mississippi State,SEC (West),,4,8,-6.41,1.42,-5.00,,,,,,,,
2008,87,Texas A&M,Big 12 (South),,4,8,1.92,-7.30,-5.38,,,,,,,,
2008,88,Louisiana,Sun Belt,,6,6,2.75,-8.32,-5.57,,,,,,,,
2008,89,Memphis,CUSA (East),,6,7,-0.14,-5.47,-5.62,,,,,,,,
2008,90,Florida Atlantic,Sun Belt,,7,6,-1.97,-3.73,-5.70,,,,,,,,
2008,91,Arkansas State,Sun Belt,,6,6,-5.61,-0.64,-6.24,,,,,,,,
2008,92,Florida International,Sun Belt,,5,7,-2.83,-3.76,-6.58,,,,,,,,
2008,93,Akron,MAC (East),,5,7,2.72,-9.59,-6.87,,,,,,,,
2008,94,San Jose State,WAC,,6,6,-9.55,2.34,-7.22,,,,,,,,
2008,95,Nevada-Las Vegas,MWC,,5,7,1.26,-8.67,-7.41,,,,,,,,
2008,96,Marshall,CUSA (East),,4,8,-5.86,-1.81,-7.66,,,,,,,,
2008,97,Iowa State,Big 12 (North),,2,10,-1.26,-6.54,-7.80,,,,,,,,
2008,98,UCF,CUSA (East),,4,8,-10.87,2.47,-8.39,,,,,,,,
2008,99,Middle Tennessee State,Sun Belt,,5,7,-5.13,-3.44,-8.58,,,,,,,,
2008,100,Indiana,Big Ten,,3,9,-4.11,-4.62,-8.73,,,,,,,,
2008,101,Ohio,MAC (East),,4,8,-3.18,-5.62,-8.80,,,,,,,,
2008,102,Syracuse,Big East,,3,9,-4.14,-4.86,-9.00,,,,,,,,
2008,103,Utah State,WAC,,3,9,-5.11,-4.09,-9.20,,,,,,,,
2008,104,UAB,CUSA (East),,4,8,-3.99,-5.79,-9.78,,,,,,,,
2008,105,Louisiana-Monroe,Sun Belt,,4,8,-3.16,-7.42,-10.58,,,,,,,,
2008,106,Kent State,MAC (East),,4,8,-2.48,-8.62,-11.10,,,,,,,,
2008,107,Wyoming,MWC,,4,8,-11.79,0.35,-11.44,,,,,,,,
2008,108,New Mexico State,WAC,,3,9,-5.47,-6.53,-11.99,,,,,,,,
2008,109,Washington,Pac-10,,0,12,-8.74,-3.34,-12.08,,,,,,,,
2008,110,Toledo,MAC (West),,3,9,-6.10,-6.12,-12.22,,,,,,,,
2008,111,Army,Ind,,3,9,-14.11,1.42,-12.69,,,,,,,,
2008,112,Western Kentucky,Ind,,2,10,-10.07,-3.71,-13.78,,,,,,,,
2008,113,Washington State,Pac-10,,2,11,-11.65,-2.17,-13.82,,,,,,,,
2008,114,Eastern Michigan,MAC (West),,3,9,-1.78,-12.11,-13.89,,,,,,,,
2008,115,SMU,CUSA (West),,1,11,-5.77,-8.73,-14.50,,,,,,,,
2008,116,San Diego State,MWC,,2,10,-6.10,-8.88,-14.97,,,,,,,,
2008,117,Tulane,CUSA (West),,2,10,-11.51,-4.27,-15.77,,,,,,,,
2008,118,Miami (OH),MAC (East),,2,10,-7.79,-9.45,-17.24,,,,,,,,
2008,119,Idaho,WAC,,2,10,-7.71,-12.16,-19.87,,,,,,,,
2008,120,North Texas,Sun Belt,,1,11,-8.89,-13.31,-22.21,,,,,,,,
2009,1,Alabama,SEC (West),1,14,0,7.09,16.60,23.69,,,,,,,,
2009,2,Florida,SEC (East),3,13,1,5.61,15.54,21.15,,,,,,,,
2009,3,Texas,Big 12 (South),2,13,1,11.08,9.12,20.21,,,,,,,,
2009,4,Virginia Tech,ACC (Coastal),10,10,3,8.01,10.56,18.57,,,,,,,,
2009,5,Texas Christian,MWC,6,12,1,5.91,11.14,17.05,,,,,,,,
2009,6,Oregon,Pac-10,11,10,3,12.09,3.39,15.48,,,,,,,,
2009,7,Ohio State,Big Ten,5,11,2,1.58,13.13,14.71,,,,,,,,
2009,8,Cincinnati,Big East,8,12,1,11.76,2.47,14.23,,,,,,,,
2009,9,Penn State,Big Ten,9,11,2,2.04,11.82,13.86,,,,,,,,
2009,10,Georgia Tech,ACC (Coastal),13,11,3,11.79,1.75,13.54,,,,,,,,
2009,11,Boise State,WAC,4,14,0,7.15,6.36,13.50,,,,,,,,
2009,12,Oklahoma,Big 12 (South),,8,5,1.15,12.06,13.21,,,,,,,,
2009,13,Arkansas,SEC (West),,8,5,11.43,1.71,13.14,,,,,,,,
2009,14,Pitt,Big East,15,10,3,7.59,5.16,12.75,,,,,,,,
2009,15,LSU,SEC (West),17,9,4,2.28,10.42,12.70,,,,,,,,
2009,16,Miami (FL),ACC (Coastal),19,9,4,8.37,3.82,12.20,,,,,,,,
2009,17,Clemson,ACC (Atlantic),24,9,5,5.49,6.24,11.73,,,,,,,,
2009,18,Ole Miss,SEC (West),20,9,4,3.89,7.61,11.50,,,,,,,,
2009,19,Nebraska,Big 12 (North),14,10,4,-3.40,14.81,11.41,,,,,,,,
2009,20,Stanford,Pac-10,,8,5,12.23,-1.35,10.88,,,,,,,,
2009,21,Texas Tech,Big 12 (South),21,9,4,8.70,2.09,10.79,,,,,,,,
2009,22,Auburn,SEC (West),,8,5,11.13,-0.87,10.26,,,,,,,,
2009,23,Iowa,Big Ten,7,11,2,0.25,10.01,10.26,,,,,,,,
2009,24,BYU,MWC,12,11,2,5.62,4.05,9.67,,,,,,,,
2009,25,USC,Pac-10,22,9,4,2.21,6.90,9.11,,,,,,,,
2009,26,Georgia,SEC (East),,8,5,7.16,1.89,9.06,,,,,,,,
2009,27,Tennessee,SEC (East),,7,6,5.30,3.64,8.94,,,,,,,,
2009,28,Oregon State,Pac-10,,8,5,7.16,1.31,8.47,,,,,,,,
2009,29,Wisconsin,Big Ten,16,10,3,5.11,3.08,8.19,,,,,,,,
2009,30,North Carolina,ACC (Coastal),,8,5,-0.80,8.84,8.04,,,,,,,,
2009,31,Connecticut,Big East,,8,5,8.16,-0.13,8.03,,,,,,,,
2009,32,Oklahoma State,Big 12 (South),,9,4,2.24,5.76,8.01,,,,,,,,
2009,33,West Virginia,Big East,25,9,4,2.71,4.76,7.48,,,,,,,,
2009,34,Utah,MWC,18,10,3,3.34,3.94,7.28,,,,,,,,
2009,35,South Carolina,SEC (East),,7,6,-0.52,7.62,7.10,,,,,,,,
2009,36,Arizona,Pac-10,,8,5,5.35,1.64,6.98,,,,,,,,
2009,37,Air Force,MWC,,8,5,-0.78,7.35,6.57,,,,,,,,
2009,38,Notre Dame,Ind,,6,6,5.71,0.78,6.49,,,,,,,,
2009,39,Rutgers,Big East,,9,4,0.71,5.63,6.34,,,,,,,,
2009,40,Florida State,ACC (Atlantic),,7,6,9.19,-3.11,6.08,,,,,,,,
2009,41,Kentucky,SEC (East),,7,6,3.14,2.89,6.03,,,,,,,,
2009,42,Mississippi State,SEC (West),,5,7,3.33,2.42,5.76,,,,,,,,
2009,43,Boston College,ACC (Atlantic),,8,5,-1.02,6.50,5.47,,,,,,,,
2009,44,Navy,Ind,,10,4,1.34,3.53,4.87,,,,,,,,
2009,45,Central Michigan,MAC (West),23,12,2,1.58,3.18,4.76,,,,,,,,
2009,46,Missouri,Big 12 (North),,8,5,4.13,0.19,4.33,,,,,,,,
2009,47,California,Pac-10,,8,5,1.78,2.50,4.28,,,,,,,,
2009,48,Houston,CUSA (West),,10,4,10.70,-6.49,4.21,,,,,,,,
2009,49,UCLA,Pac-10,,7,6,-2.20,5.99,3.80,,,,,,,,
2009,50,South Florida,Big East,,8,5,-2.47,6.11,3.64,,,,,,,,
2009,51,Washington,Pac-10,,5,7,2.34,1.27,3.61,,,,,,,,
2009,52,East Carolina,CUSA (East),,9,5,0.57,3.00,3.58,,,,,,,,
2009,53,Texas A&M,Big 12 (South),,6,7,5.96,-2.59,3.37,,,,,,,,
2009,54,Troy,Sun Belt,,9,4,5.56,-2.84,2.73,,,,,,,,
2009,55,Michigan State,Big Ten,,6,7,3.86,-1.33,2.52,,,,,,,,
2009,56,Nevada,WAC,,8,5,4.38,-2.19,2.19,,,,,,,,
2009,57,Wake Forest,ACC (Atlantic),,5,7,1.20,0.65,1.85,,,,,,,,
2009,58,Fresno State,WAC,,8,5,5.11,-3.77,1.34,,,,,,,,
2009,59,Middle Tennessee State,Sun Belt,,10,3,1.21,-0.11,1.10,,,,,,,,
2009,60,Kansas,Big 12 (North),,5,7,3.89,-3.01,0.88,,,,,,,,
2009,61,Purdue,Big Ten,,5,7,2.55,-1.77,0.79,,,,,,,,
2009,62,Arizona State,Pac-10,,4,8,-3.52,4.23,0.71,,,,,,,,
2009,63,Minnesota,Big Ten,,6,7,-0.81,0.70,-0.10,,,,,,,,
2009,64,Northwestern,Big Ten,,8,5,0.73,-1.12,-0.39,,,,,,,,
2009,65,Southern Mississippi,CUSA (East),,7,6,3.01,-3.68,-0.67,,,,,,,,
2009,66,UCF,CUSA (East),,8,5,-2.97,2.22,-0.75,,,,,,,,
2009,67,Iowa State,Big 12 (North),,7,6,-2.18,1.22,-0.96,,,,,,,,
2009,68,North Carolina State,ACC (Atlantic),,5,7,4.61,-5.66,-1.06,,,,,,,,
2009,69,Kansas State,Big 12 (North),,6,6,-3.67,2.59,-1.08,,,,,,,,
2009,70,Michigan,Big Ten,,5,7,2.51,-4.02,-1.51,,,,,,,,
2009,71,Ohio,MAC (East),,9,5,-2.06,0.17,-1.89,,,,,,,,
2009,72,Baylor,Big 12 (South),,4,8,-3.42,1.12,-2.30,,,,,,,,
2009,73,Bowling Green State,MAC (East),,7,6,1.39,-3.72,-2.34,,,,,,,,
2009,74,Temple,MAC (East),,9,4,1.07,-3.43,-2.36,,,,,,,,
2009,75,Duke,ACC (Coastal),,5,7,-0.24,-2.21,-2.45,,,,,,,,
2009,76,Louisiana Tech,WAC,,4,8,-0.47,-2.50,-2.97,,,,,,,,
2009,77,Virginia,ACC (Coastal),,3,9,-4.67,1.67,-3.00,,,,,,,,
2009,78,SMU,CUSA (West),,8,5,2.24,-5.33,-3.09,,,,,,,,
2009,79,Marshall,CUSA (East),,7,6,-4.17,0.82,-3.35,,,,,,,,
2009,80,Illinois,Big Ten,,3,9,-0.38,-3.30,-3.67,,,,,,,,
2009,81,Colorado,Big 12 (North),,3,9,-0.66,-3.20,-3.86,,,,,,,,
2009,82,Louisville,Big East,,4,8,-4.49,0.48,-4.01,,,,,,,,
2009,83,Northern Illinois,MAC (West),,7,6,-3.32,-0.92,-4.24,,,,,,,,
2009,84,Tulsa,CUSA (West),,5,7,-1.73,-2.52,-4.25,,,,,,,,
2009,85,Syracuse,Big East,,4,8,-1.32,-3.09,-4.41,,,,,,,,
2009,86,Wyoming,MWC,,7,6,-6.04,1.50,-4.53,,,,,,,,
2009,87,Idaho,WAC,,8,5,6.95,-11.68,-4.73,,,,,,,,
2009,88,Vanderbilt,SEC (East),,2,10,-7.14,2.03,-5.11,,,,,,,,
2009,89,Nevada-Las Vegas,MWC,,5,7,-0.35,-5.27,-5.61,,,,,,,,
2009,90,Indiana,Big Ten,,4,8,0.04,-5.80,-5.75,,,,,,,,
2009,91,UAB,CUSA (East),,5,7,-0.24,-5.51,-5.75,,,,,,,,
2009,92,Maryland,ACC (Atlantic),,2,10,-1.45,-5.15,-6.60,,,,,,,,
2009,93,Buffalo,MAC (East),,5,7,-3.72,-3.03,-6.75,,,,,,,,
2009,94,Utah State,WAC,,4,8,3.19,-10.04,-6.85,,,,,,,,
2009,95,UTEP,CUSA (West),,4,8,1.03,-8.24,-7.21,,,,,,,,
2009,96,San Diego State,MWC,,4,8,-1.55,-6.25,-7.79,,,,,,,,
2009,97,Louisiana-Monroe,Sun Belt,,6,6,-5.20,-2.96,-8.15,,,,,,,,
2009,98,Hawaii,WAC,,6,7,-4.69,-3.51,-8.20,,,,,,,,
2009,99,Colorado State,MWC,,3,9,-3.81,-5.33,-9.14,,,,,,,,
2009,100,Arkansas State,Sun Belt,,4,8,-7.78,-1.85,-9.63,,,,,,,,
2009,101,Louisiana,Sun Belt,,6,6,-3.91,-5.77,-9.68,,,,,,,,
2009,102,Florida Atlantic,Sun Belt,,5,7,0.40,-10.13,-9.74,,,,,,,,
2009,103,Western Michigan,MAC (West),,5,7,-5.20,-5.33,-10.53,,,,,,,,
2009,104,Kent State,MAC (East),,5,7,-8.52,-2.18,-10.69,,,,,,,,
2009,105,Florida International,Sun Belt,,3,9,-3.87,-7.28,-11.15,,,,,,,,
2009,106,Toledo,MAC (West),,5,7,2.40,-13.69,-11.29,,,,,,,,
2009,107,Memphis,CUSA (East),,2,10,-4.53,-7.54,-12.06,,,,,,,,
2009,108,Army,Ind,,5,7,-11.06,-1.53,-12.59,,,,,,,,
2009,109,North Texas,Sun Belt,,2,10,-1.25,-13.13,-14.38,,,,,,,,
2009,110,San Jose State,WAC,,2,10,-12.92,-1.71,-14.63,,,,,,,,
2009,111,Akron,MAC (East),,3,9,-9.02,-5.63,-14.65,,,,,,,,
2009,112,Washington State,Pac-10,,1,11,-11.12,-3.75,-14.87,,,,,,,,
2009,113,Ball State,MAC (West),,2,10,-9.79,-5.59,-15.38,,,,,,,,
2009,114,New Mexico,MWC,,1,11,-7.69,-8.11,-15.80,,,,,,,,
2009,115,Tulane,CUSA (West),,3,9,-10.35,-5.88,-16.23,,,,,,,,
2009,116,Rice,CUSA (West),,2,10,-7.47,-8.86,-16.33,,,,,,,,
2009,117,Miami (OH),MAC (East),,1,11,-11.15,-5.82,-16.98,,,,,,,,
2009,118,New Mexico State,WAC,,3,10,-15.89,-2.08,-17.97,,,,,,,,
2009,119,Western Kentucky,Sun Belt,,0,12,-7.49,-13.39,-20.88,,,,,,,,
2009,120,Eastern Michigan,MAC (West),,0,12,-11.74,-11.16,-22.89,,,,,,,,
2010,1,Stanford,Pac-10,4,12,1,11.33,10.47,21.80,,,,,,,,
2010,2,Oregon,Pac-10,3,12,1,13.04,8.50,21.54,,,,,,,,
2010,3,Auburn,SEC (West),1,14,0,16.15,4.52,20.66,,,,,,,,
2010,4,Boise State,WAC,9,12,1,5.85,12.84,18.69,,,,,,,,
2010,5,Alabama,SEC (West),10,10,3,4.12,14.19,18.31,,,,,,,,
2010,6,Texas Christian,MWC,2,13,0,5.64,12.32,17.96,,,,,,,,
2010,7,Ohio State,Big Ten,5,12,1,4.66,12.70,17.37,,,,,,,,
2010,8,Oklahoma,Big 12 (South),6,12,2,10.21,6.91,17.11,,,,,,,,
2010,9,Oklahoma State,Big 12 (South),13,11,2,15.10,1.53,16.62,,,,,,,,
2010,10,LSU,SEC (West),8,11,2,6.33,8.80,15.13,,,,,,,,
2010,11,Arkansas,SEC (West),12,10,3,11.35,3.13,14.48,,,,,,,,
2010,12,Florida State,ACC (Atlantic),17,10,4,6.93,7.27,14.20,,,,,,,,
2010,13,Virginia Tech,ACC (Coastal),16,11,3,7.39,6.64,14.03,,,,,,,,
2010,14,Wisconsin,Big Ten,7,11,2,9.19,4.83,14.02,,,,,,,,
2010,15,Missouri,Big 12 (North),18,10,3,3.09,10.89,13.98,,,,,,,,
2010,16,South Carolina,SEC (East),22,9,5,5.77,7.20,12.97,,,,,,,,
2010,17,Nebraska,Big 12 (North),20,10,4,4.04,8.81,12.85,,,,,,,,
2010,18,Nevada,WAC,11,13,1,11.09,0.87,11.96,,,,,,,,
2010,19,Texas A&M,Big 12 (South),19,9,4,5.10,6.28,11.39,,,,,,,,
2010,20,North Carolina State,ACC (Atlantic),25,9,4,6.34,4.66,11.00,,,,,,,,
2010,21,Notre Dame,Ind,,8,5,3.15,7.20,10.35,,,,,,,,
2010,22,Iowa,Big Ten,,8,5,1.62,8.53,10.15,,,,,,,,
2010,23,Michigan State,Big Ten,14,11,2,4.40,5.51,9.91,,,,,,,,
2010,24,USC,Pac-10,,8,5,8.08,1.48,9.57,,,,,,,,
2010,25,West Virginia,Big East,,9,4,-0.85,10.36,9.51,,,,,,,,
2010,26,Florida,SEC (East),,8,5,5.35,3.95,9.30,,,,,,,,
2010,27,Mississippi State,SEC (West),15,9,4,0.13,8.98,9.11,,,,,,,,
2010,28,Arizona State,Pac-10,,6,6,6.84,1.58,8.42,,,,,,,,
2010,29,Utah,MWC,,10,3,2.92,5.38,8.30,,,,,,,,
2010,30,Miami (FL),ACC (Coastal),,7,6,2.12,6.14,8.26,,,,,,,,
2010,31,Arizona,Pac-10,,7,6,2.76,5.38,8.14,,,,,,,,
2010,32,Illinois,Big Ten,,7,6,5.51,2.26,7.77,,,,,,,,
2010,33,Oregon State,Pac-10,,5,7,4.57,3.03,7.60,,,,,,,,
2010,34,Pitt,Big East,,8,5,1.76,5.64,7.40,,,,,,,,
2010,35,Clemson,ACC (Atlantic),,6,7,0.21,7.14,7.35,,,,,,,,
2010,36,Maryland,ACC (Atlantic),23,9,4,2.77,4.25,7.02,,,,,,,,
2010,37,Air Force,MWC,,9,4,4.05,2.82,6.87,,,,,,,,
2010,38,Hawaii,WAC,,10,4,5.69,0.86,6.55,,,,,,,,
2010,39,Georgia,SEC (East),,6,7,2.63,3.72,6.35,,,,,,,,
2010,40,San Diego State,MWC,,9,4,6.72,-0.66,6.07,,,,,,,,
2010,41,UCF,CUSA (East),21,11,3,-1.62,7.41,5.79,,,,,,,,
2010,42,Washington,Pac-10,,7,6,2.45,3.11,5.55,,,,,,,,
2010,43,California,Pac-10,,5,7,-2.22,7.57,5.35,,,,,,,,
2010,44,North Carolina,ACC (Coastal),,8,5,1.09,4.06,5.15,,,,,,,,
2010,45,Tulsa,CUSA (West),24,10,3,8.93,-3.97,4.95,,,,,,,,
2010,46,Northern Illinois,MAC (West),,11,3,2.35,1.96,4.32,,,,,,,,
2010,47,Kansas State,Big 12 (North),,7,6,8.07,-3.96,4.11,,,,,,,,
2010,48,Navy,Ind,,9,4,1.01,2.47,3.49,,,,,,,,
2010,49,Texas Tech,Big 12 (South),,8,5,5.87,-2.82,3.06,,,,,,,,
2010,50,Penn State,Big Ten,,7,6,0.10,2.87,2.96,,,,,,,,
2010,51,Louisville,Big East,,7,6,-2.23,4.94,2.71,,,,,,,,
2010,52,Boston College,ACC (Atlantic),,7,6,-4.98,7.12,2.15,,,,,,,,
2010,53,South Florida,Big East,,8,5,-0.69,2.85,2.15,,,,,,,,
2010,54,Kentucky,SEC (East),,6,7,4.66,-2.78,1.88,,,,,,,,
2010,55,Southern Mississippi,CUSA (East),,8,5,7.93,-6.14,1.79,,,,,,,,
2010,56,Tennessee,SEC (East),,6,7,-0.61,2.38,1.78,,,,,,,,
2010,57,Texas,Big 12 (South),,5,7,-2.82,4.53,1.71,,,,,,,,
2010,58,Connecticut,Big East,,8,5,0.12,1.52,1.63,,,,,,,,
2010,59,Baylor,Big 12 (South),,7,6,3.47,-1.85,1.62,,,,,,,,
2010,60,Michigan,Big Ten,,7,6,9.12,-7.71,1.41,,,,,,,,
2010,61,BYU,MWC,,7,6,-2.61,3.94,1.33,,,,,,,,
2010,62,Syracuse,Big East,,8,5,-2.91,4.22,1.30,,,,,,,,
2010,63,Georgia Tech,ACC (Coastal),,6,7,0.55,0.24,0.80,,,,,,,,
2010,64,Colorado,Big 12 (North),,5,7,1.42,-0.68,0.75,,,,,,,,
2010,65,UCLA,Pac-10,,4,8,-2.55,3.18,0.62,,,,,,,,
2010,66,Iowa State,Big 12 (North),,5,7,-1.37,1.80,0.43,,,,,,,,
2010,67,Fresno State,WAC,,8,5,2.72,-2.54,0.18,,,,,,,,
2010,68,Northwestern,Big Ten,,7,6,0.90,-2.34,-1.44,,,,,,,,
2010,69,Ole Miss,SEC (West),,4,8,6.06,-7.88,-1.83,,,,,,,,
2010,70,Cincinnati,Big East,,4,8,1.20,-3.13,-1.93,,,,,,,,
2010,71,SMU,CUSA (West),,7,7,-3.05,1.01,-2.04,,,,,,,,
2010,72,Houston,CUSA (West),,5,7,6.65,-8.76,-2.11,,,,,,,,
2010,73,Army,Ind,,7,6,-0.68,-1.75,-2.43,,,,,,,,
2010,74,Idaho,WAC,,6,7,-1.41,-1.36,-2.77,,,,,,,,
2010,75,Virginia,ACC (Coastal),,4,8,-1.10,-2.20,-3.29,,,,,,,,
2010,76,Temple,MAC (East),,8,4,-4.50,1.11,-3.39,,,,,,,,
2010,77,Louisiana Tech,WAC,,5,7,0.50,-4.20,-3.70,,,,,,,,
2010,78,Toledo,MAC (West),,8,5,-0.69,-3.02,-3.70,,,,,,,,
2010,79,Troy,Sun Belt,,8,5,2.19,-6.29,-4.10,,,,,,,,
2010,80,Western Michigan,MAC (West),,6,6,-1.47,-2.63,-4.10,,,,,,,,
2010,81,Washington State,Pac-10,,2,10,-2.04,-2.15,-4.20,,,,,,,,
2010,82,East Carolina,CUSA (East),,6,7,11.27,-15.75,-4.48,,,,,,,,
2010,83,Indiana,Big Ten,,5,7,0.74,-5.22,-4.49,,,,,,,,
2010,84,Duke,ACC (Coastal),,3,9,2.64,-7.23,-4.59,,,,,,,,
2010,85,Florida International,Sun Belt,,7,6,0.10,-4.81,-4.71,,,,,,,,
2010,86,Minnesota,Big Ten,,3,9,0.37,-5.43,-5.06,,,,,,,,
2010,87,Wake Forest,ACC (Atlantic),,3,9,-0.88,-4.20,-5.07,,,,,,,,
2010,88,Purdue,Big Ten,,4,8,-5.98,0.80,-5.18,,,,,,,,
2010,89,Ohio,MAC (East),,8,5,-2.30,-3.49,-5.79,,,,,,,,
2010,90,Miami (OH),MAC (East),,10,4,-6.14,0.27,-5.86,,,,,,,,
2010,91,Rutgers,Big East,,4,8,-3.75,-3.02,-6.76,,,,,,,,
2010,92,Arkansas State,Sun Belt,,4,8,0.56,-8.01,-7.45,,,,,,,,
2010,93,Utah State,WAC,,4,8,-3.18,-4.46,-7.64,,,,,,,,
2010,94,UTEP,CUSA (West),,6,7,-4.82,-3.31,-8.13,,,,,,,,
2010,95,Kansas,Big 12 (North),,3,9,-8.02,-0.59,-8.61,,,,,,,,
2010,96,Kent State,MAC (East),,5,7,-7.50,-1.32,-8.82,,,,,,,,
2010,97,UAB,CUSA (East),,4,8,-1.29,-7.91,-9.20,,,,,,,,
2010,98,Wyoming,MWC,,3,9,-6.56,-2.76,-9.31,,,,,,,,
2010,99,Vanderbilt,SEC (East),,2,10,-10.40,0.82,-9.57,,,,,,,,
2010,100,Marshall,CUSA (East),,5,7,-6.50,-3.23,-9.73,,,,,,,,
2010,101,Central Michigan,MAC (West),,3,9,-5.37,-4.37,-9.74,,,,,,,,
2010,102,Middle Tennessee State,Sun Belt,,6,7,-3.79,-6.81,-10.59,,,,,,,,
2010,103,Colorado State,MWC,,3,9,-8.99,-1.87,-10.86,,,,,,,,
2010,104,Louisiana-Monroe,Sun Belt,,5,7,-7.50,-3.54,-11.04,,,,,,,,
2010,105,Rice,CUSA (West),,4,8,0.06,-11.14,-11.08,,,,,,,,
2010,106,Nevada-Las Vegas,MWC,,2,11,-6.25,-5.61,-11.86,,,,,,,,
2010,107,San Jose State,WAC,,1,12,-8.71,-3.69,-12.40,,,,,,,,
2010,108,Tulane,CUSA (West),,4,8,-3.93,-9.50,-13.42,,,,,,,,
2010,109,North Texas,Sun Belt,,3,9,-6.78,-7.40,-14.18,,,,,,,,
2010,110,Ball State,MAC (West),,4,8,-6.59,-8.24,-14.83,,,,,,,,
2010,111,Western Kentucky,Sun Belt,,2,10,-7.00,-8.37,-15.37,,,,,,,,
2010,112,Florida Atlantic,Sun Belt,,4,8,-11.47,-4.43,-15.90,,,,,,,,
2010,113,Bowling Green State,MAC (East),,2,10,-7.30,-9.46,-16.76,,,,,,,,
2010,114,Louisiana,Sun Belt,,3,9,-6.93,-9.98,-16.92,,,,,,,,
2010,115,New Mexico,MWC,,1,11,-8.77,-9.00,-17.76,,,,,,,,
2010,116,New Mexico State,WAC,,2,10,-10.39,-7.74,-18.13,,,,,,,,
2010,117,Eastern Michigan,MAC (West),,2,10,-7.24,-11.83,-19.07,,,,,,,,
2010,118,Buffalo,MAC (East),,2,10,-14.70,-4.50,-19.20,,,,,,,,
2010,119,Memphis,CUSA (East),,1,11,-13.88,-5.55,-19.43,,,,,,,,
2010,120,Akron,MAC (East),,1,11,-12.16,-9.38,-21.54,,,,,,,,
2011,1,Alabama,SEC (West),1,12,1,7.45,16.99,24.44,,,,,,,,
2011,2,LSU,SEC (West),2,13,1,7.52,16.75,24.27,,,,,,,,
2011,3,Oklahoma State,Big 12,3,12,1,18.60,5.54,24.14,,,,,,,,
2011,4,Oklahoma,Big 12,16,10,3,9.47,10.28,19.75,,,,,,,,
2011,5,Oregon,Pac-12 (North),4,12,2,15.45,3.35,18.80,,,,,,,,
2011,6,Stanford,Pac-12 (North),7,11,2,10.65,7.13,17.78,,,,,,,,
2011,7,Boise State,MWC,8,12,1,9.23,7.53,16.75,,,,,,,,
2011,8,Michigan,Big Ten (Legends),12,11,2,7.15,9.12,16.27,,,,,,,,
2011,9,Wisconsin,Big Ten (Leaders),10,11,3,9.72,6.17,15.89,,,,,,,,
